nodename,idname,imagename,filename,filenamemedium,filenamethumb,lakecode,lakename,magnification,notes,section,sitehole,submittedby,year,taxon,commonname,family,imageuitags,description,distinguishingfeatures,nodeuitags,lighttypename
"Zircon","Mineral","TAS-WDS11-1A-2B-1_89.4cm_xpl_40x_hex_frag.jpg","TAS-WDS11-1A-2B-1_89.4cm_xpl_40x_hex_frag.jpg","TAS-WDS11-1A-2B-1_89.4cm_xpl_40x_hex_frag-600.jpg","TAS-WDS11-1A-2B-1_89.4cm_xpl_40x_hex_frag-200s.jpg","WDS","Woods Lake","40.0","characteristic shape","1","1A","Val Stanley","2011",\N,\N,\N,"hexagonal","Transparent colorless to pale pink. Nonpleochroic. High order birefringence. Elongate euhedra, often with inclusions aligned along the long axis of the grain. Very high relief.  Straight extinction.","Heavy-mineral High-relief ","silicate inclusions nonpleochroic high-birefringence transparent","Cross-Polarized Light"
"Zircon","Mineral","TAS-WDS11_1A-2B-1_84.2cm_40x_ppl_Zr.jpg","TAS-WDS11_1A-2B-1_84.2cm_40x_ppl_Zr.jpg","TAS-WDS11_1A-2B-1_84.2cm_40x_ppl_Zr-600.jpg","TAS-WDS11_1A-2B-1_84.2cm_40x_ppl_Zr-200s.jpg","WDS","Woods Lake","40.0","characteristic shape","1","1A","Val Stanley","2011",\N,\N,\N,"elongate high-relief","Transparent colorless to pale pink. Nonpleochroic. High order birefringence. Elongate euhedra, often with inclusions aligned along the long axis of the grain. Very high relief.  Straight extinction.","Heavy-mineral High-relief ","silicate inclusions nonpleochroic high-birefringence transparent","Plane-Polarized Light"
"Volcanic Glass","Mineral","Tephra_01_pp_AB","Tephra_01_pp_AB.jpg","Tephra_01_pp_AB-600.jpg","Tephra_01_pp_AB-200s.jpg",\N,"Evans Lake",\N,"volcanic ash, tephra","6","C","Andy Breckenridge","1997",\N,\N,\N,\N,"Transparent colorless to pale gray, green, or brown. Nonpleochroic. Isotropy is diagnostic feature, although devitrification may cause low-order birefringence at edges of grains. Moderate relief. May have bubble or pipe vesicles, stretching textures, cuspate to lunate bubble wall shards with sharp edges. May be disseminated throughout other sediment or occur in pure layers.  Tephra may also contain crystalline grains from the same eruption or reworked material.  ","Isotropic Vesicular","bubbles shards sharp ash","Plane-Polarized Light"
"Plant Macrofossil","Plant","Thalictrum_dioicum_seed_2895_jm_edit","Thalictrum_dioicum_seed_2895_jm_edit.jpg","Thalictrum_dioicum_seed_2895_jm_edit-600.jpg","Thalictrum_dioicum_seed_2895_jm_edit-200s.jpg",\N,"Nerstrand Woods State Park, Rice County, MN",\N,"elliptic, 2.5-4 mm long; very strongly ribbed; nearly symmetrical",\N,\N,"Jimmy Marty",\N,"Thalictrum dioicum L.","meadow rue","Ranunculaceae","seed terrestrial dateable elliptic ribbed",\N,\N,\N,"Reflected Light"
"Pollen","Plant","tilia_americana_pores_jm_edit","tilia_americana_pores_jm_edit.jpg","tilia_americana_pores_jm_edit-600.jpg","tilia_americana_pores_jm_edit-200s.jpg",\N,"Cushing Reference Collection",\N,"pores",\N,\N,"Jimmy Marty",\N,"Tilia americana L.",\N,\N,\N,\N,\N,\N,"Plane-Polarized Light"
"Plant Macrofossil","Plant","Tilia_americana_seed_2426_jm_edit","Tilia_americana_seed_2426_jm_edit.jpg","Tilia_americana_seed_2426_jm_edit-600.jpg","Tilia_americana_seed_2426_jm_edit-200s.jpg",\N,"Iowa Lakeside Laboratory, Dickenson County, IA",\N,"globose, 6-10 mm in diameter; pubescent, hard",\N,\N,"Jimmy Marty",\N,"Tilia americana L.","basswood","Malvaceae","seed terrestrial dateable globose pubescent woody",\N,\N,\N,"Reflected Light"
"Pollen","Plant","tilia_americana_texture_jm_edit","tilia_americana_texture_jm_edit.jpg","tilia_americana_texture_jm_edit-600.jpg","tilia_americana_texture_jm_edit-200s.jpg",\N,"Cushing Reference Collection",\N,"surface texture",\N,\N,"Jimmy Marty",\N,"Tilia americana L.",\N,\N,\N,\N,\N,\N,"Plane-Polarized Light"
"Pollen","Plant","tilia_americana_wall_jm_edit","tilia_americana_wall_jm_edit.jpg","tilia_americana_wall_jm_edit-600.jpg","tilia_americana_wall_jm_edit-200s.jpg",\N,"Cushing Reference Collection",\N,"wall",\N,\N,"Jimmy Marty",\N,"Tilia americana L.",\N,\N,\N,\N,\N,\N,"Plane-Polarized Light"
"Toothpick","Contaminant","toothpick_cp.jpg","toothpick_cp.jpg","toothpick_cp-600.jpg","toothpick_cp-200s.jpg",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"Small fibers from wooden toothpicks used to disperse sediment on smear slides can be confused with muscovite.  Transparent, colorless. Strong second-order birefringence. Shredded or stringy texture common. Low relief. Cellular structure may be visible and can be used to distinguish toothpick from muscovite","Shredded Stringy Colorless High-birefringence Cellular-structure",\N,"Cross-Polarized Light"
"Toothpick","Contaminant","toothpick_pp.jpg","toothpick_pp.jpg","toothpick_pp-600.jpg","toothpick_pp-200s.jpg",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"Small fibers from wooden toothpicks used to disperse sediment on smear slides can be confused with muscovite.  Transparent, colorless. Strong second-order birefringence. Shredded or stringy texture common. Low relief. Cellular structure may be visible and can be used to distinguish toothpick from muscovite","Shredded Stringy Colorless High-birefringence Cellular-structure",\N,"Plane-Polarized Light"
"Tourmaline","Mineral","tourmaline_pp_01.jpg","tourmaline_pp_01.jpg","tourmaline_pp_01-600.jpg","tourmaline_pp_01-200s.jpg","TAN","Tanners","400x","prismatic blunt-ended faceted","1","6A","Amy Myrbo","2010",\N,\N,\N,\N,"Transparent, variety of colors or colorless. Pleochroic (variable with composition). Moderate birefringence giving vivid colors. Elongate prismatic crystals to rounded grains. Moderate to high relief. Straight extinction. Often has inclusions.","Prismatic Pleochroic Heavy-mineral","silicate moderate-birefringence elongate high-relief","Cross-Polarized Light"
"Tourmaline","Mineral","tourmaline_xp_01.jpg","tourmaline_xp_01.jpg","tourmaline_xp_01-600.jpg","tourmaline_xp_01-200s.jpg","TAN","Tanners","400x","prismatic blunt-ended faceted","1","6A","Amy Myrbo","2010",\N,\N,\N,\N,"Transparent, variety of colors or colorless. Pleochroic (variable with composition). Moderate birefringence giving vivid colors. Elongate prismatic crystals to rounded grains. Moderate to high relief. Straight extinction. Often has inclusions.","Prismatic Pleochroic Heavy-mineral","silicate moderate-birefringence elongate high-relief","Cross-Polarized Light"
"Plant Macrofossil","Plant","Triodanis_perfoliata_seed_124_jm_edit","Triodanis_perfoliata_seed_124_jm_edit.jpg","Triodanis_perfoliata_seed_124_jm_edit-600.jpg","Triodanis_perfoliata_seed_124_jm_edit-200s.jpg",\N,"Williams Prairie, Johnson County, IA",\N,"compressed elliptic, biconvex, less than 0.5 mm long; glossy",\N,\N,"Jimmy Marty",\N,"Triodanis perfoliata (L.) Nieuwl.","clasping Venus' looking glass","Campanulaceae","terrestrial dateable seed elliptic biconvex smooth glabrous",\N,\N,\N,"Reflected Light"
"Aragonite","Mineral","Tritiform_aragonite_1ppl.jpg","Tritiform_aragonite_1ppl.jpg","Tritiform_aragonite_1ppl-600.jpg","Tritiform_aragonite_1ppl-200s.jpg",\N,"Black Sea (43 00.29 N, 36 00.68 E)",\N,"High power view of tritiform aragonite grains, resembling grains of rice or wheat, tritiform ",\N,\N,"Guy Rothwell",\N,\N,\N,\N,\N,"Transparent colorless. Nonpleochroic. Extreme birefringence. Distinguished by small (~10 um) acicular (needle-like) or rice-like grain morphology. Moderate relief, varying by direction. Twinning may be common.    Organisms such as pteropods, most mollusks, and some corals produce biogenic aragonite.  ","Rice-shape Acicular Elongate High-birefringence ","Carbonate salt transparent colorless","Plane-Polarized Light"
"Aragonite","Mineral","Tritiform_aragonite_1xp.jpg","Tritiform_aragonite_1xp.jpg","Tritiform_aragonite_1xp-600.jpg","Tritiform_aragonite_1xp-200s.jpg",\N,"Black Sea (43 00.29 N, 36 00.68 E)",\N,"tritiform",\N,\N,"Guy Rothwell",\N,\N,\N,\N,\N,"Transparent colorless. Nonpleochroic. Extreme birefringence. Distinguished by small (~10 um) acicular (needle-like) or rice-like grain morphology. Moderate relief, varying by direction. Twinning may be common.    Organisms such as pteropods, most mollusks, and some corals produce biogenic aragonite.  ","Rice-shape Acicular Elongate High-birefringence ","Carbonate salt transparent colorless","Cross-Polarized Light"
"Aragonite","Mineral","Tritiform_aragonite_2ppl.jpg","Tritiform_aragonite_2ppl.jpg","Tritiform_aragonite_2ppl-600.jpg","Tritiform_aragonite_2ppl-200s.jpg",\N,"Black Sea (43 00.29 N, 36 00.68 E)",\N,"High power view of tritiform aragonite grains, resembling grains of rice or wheat, tritiform ",\N,\N,"Guy Rothwell",\N,\N,\N,\N,\N,"Transparent colorless. Nonpleochroic. Extreme birefringence. Distinguished by small (~10 um) acicular (needle-like) or rice-like grain morphology. Moderate relief, varying by direction. Twinning may be common.    Organisms such as pteropods, most mollusks, and some corals produce biogenic aragonite.  ","Rice-shape Acicular Elongate High-birefringence ","Carbonate salt transparent colorless","Plane-Polarized Light"
"Trona","Mineral","trona OL xp.jpg","trona_OL_xp_JS.jpg","trona_OL_xp_JS-600.jpg","trona_OL_xp_JS-200s.jpg",\N,"Owens","10x","high birefringence, striated and acicular, monoclinic",\N,\N,"Joe Smoot","1997",\N,\N,\N,\N,\N,\N,\N,"Cross-Polarized Light"
"Trona","Mineral","trona OL.jpg","trona_OL_JS.jpg","trona_OL_JS-600.jpg","trona_OL_JS-200s.jpg",\N,"Owens","10x","high relief, striated and acicular, monoclinic",\N,\N,"Joe Smoot","1997",\N,\N,\N,\N,\N,\N,\N,"Plane-Polarized Light"
"Calcite","Mineral","TWTW-SLIDE1CP_01.jpg","TWTW-SLIDE1CP_01.jpg","TWTW-SLIDE1CP_01-600.jpg","TWTW-SLIDE1CP_01-200s.jpg","TWIN","Twin",\N,"rhombic equant ","1","6B",\N,"2011",\N,\N,\N,\N,"Transparent colorless to pale greenish. High birefringence. Rhombic or ellipsoidal euhedra, corroded grains, micritic masses most common; more rarely twins, bow-ties, dendrites, sprays. Medium relief. Occurs as inorganic precipitate in lakes, in surface water and diagenetically (including as a replacement); also irregular detrital grains and rock fragments.  Organisms with calcite skeletal components include ostracodes, some molluscs, foraminifera, coccoliths, calcareous nannoplankton, Phacotus, charophytes, peloids, microbialites.","High-birefringence Transparent ","carbonate Colorless Rhombic euhedral salt","Cross-Polarized Light"
"Calcite","Mineral","TWTW-SLIDE1PP_01.jpg","TWTW-SLIDE1PP_01.jpg","TWTW-SLIDE1PP_01-600.jpg","TWTW-SLIDE1PP_01-200s.jpg","TWIN","Twin",\N,"rhombic equant ","1","6B",\N,"2011",\N,\N,\N,\N,"Transparent colorless to pale greenish. High birefringence. Rhombic or ellipsoidal euhedra, corroded grains, micritic masses most common; more rarely twins, bow-ties, dendrites, sprays. Medium relief. Occurs as inorganic precipitate in lakes, in surface water and diagenetically (including as a replacement); also irregular detrital grains and rock fragments.  Organisms with calcite skeletal components include ostracodes, some molluscs, foraminifera, coccoliths, calcareous nannoplankton, Phacotus, charophytes, peloids, microbialites.","High-birefringence Transparent ","carbonate Colorless Rhombic euhedral salt","Plane-Polarized Light"
"Diatom","Algae","TWTW-SLIDE2CP_01.jpg","TWTW-SLIDE2CP_01.jpg","TWTW-SLIDE2CP_01-600.jpg","TWTW-SLIDE2CP_01-200s.jpg","TWIN","Twin",\N,"monospecific bloom; mixed with calcite","1","6B",\N,"2011",\N,\N,\N,\N,"Transparent colorless to slightly brown or red tinted.  Nonpleochroic. Isotropic. Many different shapes; in two-dimensional view these may appear as circles, rectangles of varying aspect ratios, canoe-shapes, banana-shapes, etc. moderate relief.  Occur in essentially all lakes and rivers, but may not be preserved in sediments due to high- or low-pH conditions or silica undersaturation of bottom waters.","Isotropic Patterned","circular transparent colorless rice-shape","Cross-Polarized Light"
"Diatom","Algae","TWTW-SLIDE2PP_01.jpg","TWTW-SLIDE2PP_01.jpg","TWTW-SLIDE2PP_01-600.jpg","TWTW-SLIDE2PP_01-200s.jpg","TWIN","Twin",\N,"monospecific bloom; mixed with calcite","1","6B",\N,"2011",\N,\N,\N,\N,"Transparent colorless to slightly brown or red tinted.  Nonpleochroic. Isotropic. Many different shapes; in two-dimensional view these may appear as circles, rectangles of varying aspect ratios, canoe-shapes, banana-shapes, etc. moderate relief.  Occur in essentially all lakes and rivers, but may not be preserved in sediments due to high- or low-pH conditions or silica undersaturation of bottom waters.","Isotropic Patterned","circular transparent colorless rice-shape","Plane-Polarized Light"
"Phacotus","Algae","TWTW-SLIDE5CP_01.jpg","TWTW-SLIDE5CP_01.jpg","TWTW-SLIDE5CP_01-600.jpg","TWTW-SLIDE5CP_01-200s.jpg","TWIN","Twin",\N,"small rhombs, Phacotus present","1","6B",\N,"2011",\N,\N,\N,\N,"Transparent colorless spheres show white and occasionally pastel birefringence colors.  A dark ragged 'X' across the sphere (also described as a pinwheel, baseball seams) rotates as the stage is rotated. Phacotus is a lacustrine green alga with a calcite lorica, and can be abundant in temperate hardwater lakes. Lorica with two slightly different appearances in cross-polarized light (one sometimes with a red ring near the perimeter) may be views of the outside and inside of loricae, as they commonly separate after death.","Circular Moderate-birefringence Pinwheel-extinction","carbonate lorica ","Cross-Polarized Light"
"Phacotus","Algae","TWTW-SLIDE5PP_01.jpg","TWTW-SLIDE5PP_01.jpg","TWTW-SLIDE5PP_01-600.jpg","TWTW-SLIDE5PP_01-200s.jpg","TWIN","Twin",\N,"small rhombs, Phacotus present","1","6B","Amy Myrbo","2011",\N,\N,\N,\N,"Transparent colorless spheres show white and occasionally pastel birefringence colors.  A dark ragged 'X' across the sphere (also described as a pinwheel, baseball seams) rotates as the stage is rotated. Phacotus is a lacustrine green alga with a calcite lorica, and can be abundant in temperate hardwater lakes. Lorica with two slightly different appearances in cross-polarized light (one sometimes with a red ring near the perimeter) may be views of the outside and inside of loricae, as they commonly separate after death.","Circular Moderate-birefringence Pinwheel-extinction","carbonate lorica ","Plane-Polarized Light"
"Plant Macrofossil","Plant","Typha_angustifolia_seed_1902_jm_edit.jpg","Typha_angustifolia_seed_1902_jm_edit.jpg","Typha_angustifolia_seed_1902_jm_edit-600.jpg","Typha_angustifolia_seed_1902_jm_edit-200s.jpg",\N,"U.S.A.",\N,"oblong-elliptic, elongate, 0.8-1 mm long; whorled white pappus may be present; small, conical nipple on truncate end",\N,\N,"Jimmy Marty",\N,"Typha angustifolia L.","narrow leaved cattail","Typhaceae","emergent date-with-caution seed pappus hairy speckled style-persistent",\N,\N,\N,"Reflected Light"
"Plant Macrofossil","Plant","Typha_angustifolia_seed_comose_1902_jm_edit.jpg","Typha_angustifolia_seed_comose_1902_jm_edit.jpg","Typha_angustifolia_seed_comose_1902_jm_edit-600.jpg","Typha_angustifolia_seed_comose_1902_jm_edit-200s.jpg",\N,"U.S.A.",\N,"oblong-elliptic, elongate, 0.8-1 mm long; whorled white pappus may be present; small, conical nipple on truncate end",\N,\N,"Jimmy Marty",\N,"Typha angustifolia L.","narrow leaved cattail","Typhaceae","emergent date-with-caution seed pappus hairy speckled style-persistent",\N,\N,\N,"Reflected Light"
"Plant Macrofossil","Plant","Typha_latifolia_seed_1903_jm_edit.jpg","Typha_latifolia_seed_1903_jm_edit.jpg","Typha_latifolia_seed_1903_jm_edit-600.jpg","Typha_latifolia_seed_1903_jm_edit-200s.jpg",\N,"U.S.A.",\N,"oblong-elliptic, elongate, 0.8-1.5 mm long; whorled white pappus may be present; small, conical nipple on truncate end",\N,\N,"Jimmy Marty",\N,"Typha latifolia L.","common cattail ","Typhaceae","emergent date-with-caution seed pappus hairy style-persistent speckled",\N,\N,\N,"Reflected Light"
"Plant Macrofossil","Plant","Ulmus_americana_bud_2908_jm_edit","Ulmus_americana_bud_2908_jm_edit.jpg","Ulmus_americana_bud_2908_jm_edit-600.jpg","Ulmus_americana_bud_2908_jm_edit-200s.jpg",\N,"Boulder, Boulder County, CO",\N,"buds glabrous",\N,\N,"Jimmy Marty",\N,"Ulmus americana L.","american elm","Ulmaceae","twig bud terrestrial dateable",\N,\N,\N,"Reflected Light"
"Plant Macrofossil","Plant","Ulmus_americana_bud_scale_2908_jm_edit","Ulmus_americana_bud_scale_2908_jm_edit.jpg","Ulmus_americana_bud_scale_2908_jm_edit-600.jpg","Ulmus_americana_bud_scale_2908_jm_edit-200s.jpg",\N,"Boulder, Boulder County, CO",\N,"buds glabrous",\N,\N,"Jimmy Marty",\N,"Ulmus americana L.","american elm","Ulmaceae","bud-scale terrestrial dateable glabrous smooth",\N,\N,\N,"Reflected Light"
"Pollen","Plant","ulmus_rubra_jm_edit","ulmus_rubra_jm_edit.jpg","ulmus_rubra_jm_edit-600.jpg","ulmus_rubra_jm_edit-200s.jpg",\N,"Cushing Reference Collection",\N,"surface texture",\N,\N,"Jimmy Marty",\N,"Ulmus rubra Muhl.",\N,\N,\N,\N,\N,\N,"Plane-Polarized Light"
"Pollen","Plant","ulmus_rubra_porewall_jm_edit","ulmus_rubra_porewall_jm_edit.jpg","ulmus_rubra_porewall_jm_edit-600.jpg","ulmus_rubra_porewall_jm_edit-200s.jpg",\N,"Cushing Reference Collection",\N,"wall",\N,\N,"Jimmy Marty",\N,"Ulmus rubra Muhl.",\N,\N,\N,\N,\N,\N,"Plane-Polarized Light"
"Pollen","Plant","ulmus_rubra_texture_jm_3_edit","ulmus_rubra_texture_jm_3_edit.jpg","ulmus_rubra_texture_jm_3_edit-600.jpg","ulmus_rubra_texture_jm_3_edit-200s.jpg",\N,"Cushing Reference Collection",\N,"surface texture",\N,\N,"Jimmy Marty",\N,"Ulmus rubra Muhl.",\N,\N,\N,\N,\N,\N,"Plane-Polarized Light"
"Algae","Algae","UnknownBiological_MR_BV_PP.jpg","UnknownBiological_MR_BV_PP.jpg","UnknownBiological_MR_BV_PP-600.jpg","UnknownBiological_MR_BV_PP-200s.jpg","BOS","Bosumtwi","63.0","round, translucent, isotropi,c euhedral; aluminosilicate aglutination or precipitation around possible algal cells.","2","5A","Michael Rosen Blas Valero","2004",\N,\N,\N,\N,\N,\N,\N,"Plane-Polarized Light"
"Aragonite","Mineral","Urmia_20-4_91cm_pp_40x_arag.jpg","Urmia_20-4_91cm_pp_40x_arag.jpg","Urmia_20-4_91cm_pp_40x_arag-600.jpg","Urmia_20-4_91cm_pp_40x_arag-200s.jpg",\N,"LacCore reference collection","40.0","acicular habit",\N,\N,"Val Stanley",\N,\N,\N,\N,\N,"Transparent colorless. Nonpleochroic. Extreme birefringence. Distinguished by small (~10 um) acicular (needle-like) or rice-like grain morphology. Moderate relief, varying by direction. Twinning may be common.    Organisms such as pteropods, most mollusks, and some corals produce biogenic aragonite.  ","Rice-shape Acicular Elongate High-birefringence ","Carbonate salt transparent colorless","Plane-Polarized Light"
"Plant Macrofossil","Plant","Utricularia_vulgaris_seed_2497_jm_edit","Utricularia_vulgaris_seed_2497_jm_edit.jpg","Utricularia_vulgaris_seed_2497_jm_edit-600.jpg","Utricularia_vulgaris_seed_2497_jm_edit-200s.jpg",\N,"Three Corner Pond, Dickinson County, IA",\N,"angular 5-10 sided, ~ 0.5 mm long; reticulate pattern of cell wall clearly visible",\N,\N,"Jimmy Marty",\N,"Utricularia vulgaris L.","bladderwort","Lentibulariaceae","seed angular free-floating do-not-date reticulate",\N,\N,\N,"Reflected Light"
"Plant Macrofossil","Plant","Vaccinium_oxycoccos_fruit_932_jm_edit","Vaccinium_oxycoccos_fruit_932_jm_edit.jpg","Vaccinium_oxycoccos_fruit_932_jm_edit-600.jpg","Vaccinium_oxycoccos_fruit_932_jm_edit-200s.jpg",\N,"Hubbard County, MN",\N,"red, globose, 6-12 mm wide",\N,\N,"Jimmy Marty",\N,"Vaccinium oxycoccos L.","cranberry","Ericaceae","terrestrial dateable globose fleshy",\N,\N,\N,"Reflected Light"
"Plant Macrofossil","Plant","Vaccinium_oxycoccos_leaf_abaxial_932_jm_edit","Vaccinium_oxycoccos_leaf_abaxial_932_jm_edit.jpg","Vaccinium_oxycoccos_leaf_abaxial_932_jm_edit-600.jpg","Vaccinium_oxycoccos_leaf_abaxial_932_jm_edit-200s.jpg",\N,"Hubbard County, MN",\N,"abaxial (bottom) side shown; ovate to narrowly triangular, 2-10 mm long, 1-3 mm wide; bottom of leaf much paler than top; tips may be rounded or pointed; leathery",\N,\N,"Jimmy Marty",\N,"Vaccinium oxycoccos L.","cranberry","Ericaceae","leaf terrestrial dateable",\N,\N,\N,"Reflected Light"
"Plant Macrofossil","Plant","Vaccinium_oxycoccos_leaf_adaxial_932_jm_edit","Vaccinium_oxycoccos_leaf_adaxial_932_jm_edit.jpg","Vaccinium_oxycoccos_leaf_adaxial_932_jm_edit-600.jpg","Vaccinium_oxycoccos_leaf_adaxial_932_jm_edit-200s.jpg",\N,"Hubbard County, MN",\N,"adaxial (top) side shown; ovate to narrowly triangular, 2-10 mm long, 1-3 mm wide; bottom of leaf much paler than top; tips may be rounded or pointed; leathery",\N,\N,"Jimmy Marty",\N,"Vaccinium oxycoccos L.","cranberry","Ericaceae","leaf terrestrial dateable",\N,\N,\N,"Reflected Light"
