nodename,idname,imagename,filename,filenamemedium,filenamethumb,lakecode,lakename,magnification,notes,section,sitehole,submittedby,year,taxon,commonname,family,imageuitags,description,distinguishingfeatures,nodeuitags,lighttypename
"Magadiite","Mineral","Magadiite_01_cp_AB","Magadiite_01_xp_AB.jpg","Magadiite_01_xp_AB-600.jpg","Magadiite_01_xp_AB-200s.jpg",\N,"Kitagata Lake",\N,"magadiite, hematite, identified by Jim Russell","1","2.0","Andy Breckenridge","2002",\N,\N,\N,"hematite","Rare evaporite mineral common to Lake Magadi, Kenya.",\N,"silicate evaporite transparent colorless","Cross-Polarized Light"
"Magadiite","Mineral","Magadiite_01_pp_AB","Magadiite_01_pp_AB.jpg","Magadiite_01_pp_AB-600.jpg","Magadiite_01_pp_AB-200s.jpg",\N,"Kitagata Lake",\N,"magadiite, hematite, identified by Jim Russell","1","2.0","Andy Breckenridge","2002",\N,\N,\N,"hematite","Rare evaporite mineral common to Lake Magadi, Kenya.",\N,"silicate evaporite transparent colorless","Plane-Polarized Light"
"Tephra","Lithofacies","Mazama_tephra_1_MDS_cp","Mazama_tephra_1_MDS_cp.jpg","Mazama_tephra_1_MDS_cp-600.jpg","Mazama_tephra_1_MDS_cp-200s.jpg",\N,"Jones","400.0","analyzer <90 deg. glassy vesicular stretched",\N,"A","Mark Shapley","1997",\N,\N,\N,\N,"Tephra, or volcanic ash, is a mixture of volcanic glass and crystalline grains derived from the same volcanic source.  A tephra unit in a core may be predominantly crystalline and coarse-grained at the base, grading upwards to finer, more glassy grains.  See volcanic glass for a detailed description and identification; crystalline components can be identified based on their optical mineralogical characteristics.","isotropic","volcanic-glass","Cross-Polarized Light"
"Tephra","Lithofacies","Mazama_tephra_1_MDS_pp","Mazama_tephra_1_MDS_pp.jpg","Mazama_tephra_1_MDS_pp-600.jpg","Mazama_tephra_1_MDS_pp-200s.jpg",\N,"Jones","400.0","glassy vesicular stretched",\N,"A","Mark Shapley","1997",\N,\N,\N,\N,"Tephra, or volcanic ash, is a mixture of volcanic glass and crystalline grains derived from the same volcanic source.  A tephra unit in a core may be predominantly crystalline and coarse-grained at the base, grading upwards to finer, more glassy grains.  See volcanic glass for a detailed description and identification; crystalline components can be identified based on their optical mineralogical characteristics.","isotropic","volcanic-glass","Plane-Polarized Light"
"Volcanic Glass","Mineral","Mazama_tephra_2_MDS_pp","Mazama_tephra_2_MDS_pp.jpg","Mazama_tephra_2_MDS_pp-600.jpg","Mazama_tephra_2_MDS_pp-200s.jpg",\N,"Jones","400.0","glassy vesicular stretched",\N,"A","Mark Shapley","1997",\N,\N,\N,\N,"Transparent colorless to pale gray, green, or brown. Nonpleochroic. Isotropy is diagnostic feature, although devitrification may cause low-order birefringence at edges of grains. Moderate relief. May have bubble or pipe vesicles, stretching textures, cuspate to lunate bubble wall shards with sharp edges. May be disseminated throughout other sediment or occur in pure layers.  Tephra may also contain crystalline grains from the same eruption or reworked material.  ","Isotropic Vesicular","bubbles shards sharp ash","Plane-Polarized Light"
"Plant Macrofossil","Plant","Medicago_sativa_seed_2113_jm_edit","Medicago_sativa_seed_2113_jm_edit.jpg","Medicago_sativa_seed_2113_jm_edit-600.jpg","Medicago_sativa_seed_2113_jm_edit-200s.jpg",\N,\N,\N,"compressed kidney shaped, 2-3 mm long; narrow line runs obliquely on each face from hilum (seed attachment scar)",\N,\N,"Jimmy Marty",\N,"Medicago sativa L.","alfalfa","Fabaceae","seed terrestrial dateable reniform hilum-conspicuous",\N,\N,\N,"Reflected Light"
"Plant Macrofossil","Plant","Menyanthes_trifoliata_seed_3088_jm_2_edit","Menyanthes_trifoliata_seed_3088_jm_2_edit.jpg","Menyanthes_trifoliata_seed_3088_jm_2_edit-600.jpg","Menyanthes_trifoliata_seed_3088_jm_2_edit-200s.jpg",\N,"bog near Homer, Kenai Peninsula, AK",\N,"elliptic-oval, ~2.5 mm long",\N,\N,"Jimmy Marty",\N,"Menyanthes trifoliata L.","bog bean","Menyanthaceae","seed terrestrial dateable elliptic hilum-conspicuous",\N,\N,\N,"Reflected Light"
"Feldspar","Mineral","Microcline_01_pp_AB","Microcline_01_pp_AB.jpg","Microcline_01_pp_AB-600.jpg","Microcline_01_pp_AB-200s.jpg","RD","Reid Lake, ON",\N,"microcline, detrital, glaciolacustrine","1A","2.0","Andy Breckenridge","2010",\N,\N,\N,\N,"Transparent colorless to cloudy. Nonpleochroic. Low order birefringence. Tabular to prismatic. Relief varies by composition.  'Feldspar' includes several minerals or groups of minerals with solid solutions. According to Rothwell (1989, p.77) the distinguishing features of feldspars are 'Subhedral prismatic to tabular form, turbidity due to incipient alteration, distinctive twinning (seen in cross-polars): simple in the alkali feldspars, 'grid' ['tartan'] twinning in microcline, polysynthetic lamellar twinning in the plagioclases.  Low birefringence.'   Some identifiable feldspars are listed separately in TMI: albite, microcline, and orthoclase. ","good-cleavage low-birefringence","feldspar silicate twinned transparent translucent","Plane-Polarized Light"
"Feldspar","Mineral","Microcline_01_xp_AB","Microcline_01_xp_AB.jpg","Microcline_01_xp_AB-600.jpg","Microcline_01_xp_AB-200s.jpg","RD","Reid Lake, ON",\N,"microcline, detrital, glaciolacustrine","1A","2.0","Andy Breckenridge","2010",\N,\N,\N,\N,"Transparent colorless to cloudy. Nonpleochroic. Low order birefringence. Tabular to prismatic. Relief varies by composition.  'Feldspar' includes several minerals or groups of minerals with solid solutions. According to Rothwell (1989, p.77) the distinguishing features of feldspars are 'Subhedral prismatic to tabular form, turbidity due to incipient alteration, distinctive twinning (seen in cross-polars): simple in the alkali feldspars, 'grid' ['tartan'] twinning in microcline, polysynthetic lamellar twinning in the plagioclases.  Low birefringence.'   Some identifiable feldspars are listed separately in TMI: albite, microcline, and orthoclase. ","good-cleavage low-birefringence","feldspar silicate twinned transparent translucent","Cross-Polarized Light"
"Feldspar","Mineral","Microcline_02_pp_AB","Microcline_02_pp_AB.jpg","Microcline_02_pp_AB-600.jpg","Microcline_02_pp_AB-200s.jpg","RD","Reid Lake, ON",\N,"microcline, detrital, glaciolacustrine","3B","2.0","Andy Breckenridge","2010",\N,\N,\N,\N,"Transparent colorless to cloudy. Nonpleochroic. Low order birefringence. Tabular to prismatic. Relief varies by composition.  'Feldspar' includes several minerals or groups of minerals with solid solutions. According to Rothwell (1989, p.77) the distinguishing features of feldspars are 'Subhedral prismatic to tabular form, turbidity due to incipient alteration, distinctive twinning (seen in cross-polars): simple in the alkali feldspars, 'grid' ['tartan'] twinning in microcline, polysynthetic lamellar twinning in the plagioclases.  Low birefringence.'   Some identifiable feldspars are listed separately in TMI: albite, microcline, and orthoclase. ","good-cleavage low-birefringence","feldspar silicate twinned transparent translucent","Plane-Polarized Light"
"Feldspar","Mineral","Microcline_02_xp_AB","Microcline_02_xp_AB.jpg","Microcline_02_xp_AB-600.jpg","Microcline_02_xp_AB-200s.jpg","RD","Reid Lake, ON",\N,"microcline, detrital, glaciolacustrine","3B","2.0","Andy Breckenridge","2010",\N,\N,\N,\N,"Transparent colorless to cloudy. Nonpleochroic. Low order birefringence. Tabular to prismatic. Relief varies by composition.  'Feldspar' includes several minerals or groups of minerals with solid solutions. According to Rothwell (1989, p.77) the distinguishing features of feldspars are 'Subhedral prismatic to tabular form, turbidity due to incipient alteration, distinctive twinning (seen in cross-polars): simple in the alkali feldspars, 'grid' ['tartan'] twinning in microcline, polysynthetic lamellar twinning in the plagioclases.  Low birefringence.'   Some identifiable feldspars are listed separately in TMI: albite, microcline, and orthoclase. ","good-cleavage low-birefringence","feldspar silicate twinned transparent translucent","Cross-Polarized Light"
"Olivine","Mineral","MOMOS-WOO06-5A-1K-3_132_Ol_ppx_40x","MOMOS-WOO06-5A-1K-3_132_Ol_ppx_40x.jpg","MOMOS-WOO06-5A-1K-3_132_Ol_ppx_40x-600.jpg","MOMOS-WOO06-5A-1K-3_132_Ol_ppx_40x-200s.jpg","WOO","Lake of the Woods","400.0",\N,"3","5A","Val Stanley","2006",\N,\N,\N,"conchoidal-fracture green","Transparent colorless to pale gray-green. Nonpleochroic. Vivid birefringence colors. Frequently occurs as subangular anhedral grains. Conchoidal fracture. Moderately high relief.  Associated with calcic plagioclase and pyroxene.","Conchoidal-fracture Moderately-high-relief Anhedral","silicate ferromagnesian transparent colorless gray ","Plane-Polarized Light"
"Microcline","Mineral","MOMOS-WOO06-5A-1K-5_140_plag_ppl_63x","MOMOS-WOO06-5A-1K-5_140_plag_ppl_63x.jpg","MOMOS-WOO06-5A-1K-5_140_plag_ppl_63x-600.jpg","MOMOS-WOO06-5A-1K-5_140_plag_ppl_63x-200s.jpg","WOO","Lake of the Woods","630.0","90 degree cleavages","5","5A","Val Stanley","2006",\N,\N,\N,"transparent","Transparent colorless. Nonpleochroic.  Low order birefringence colors. Distinctive twinning pattern from the intersection of pericline and albitic twins ('tartan  plaid' or 'cross-hatched') in cross-polarized light is virtually diagnostic of microcline.  Tabular and cleavage fragments. Moderate relief.   See also feldspar.  ","tartan-twinned low-birefringence","silicate plaid tartan cross-hatch twinned feldspar cleavage transparent colorless","Plane-Polarized Light"
"Microcline","Mineral","MOMOS-WOO06-5A-1K-5_140_plag_xpl_63x","MOMOS-WOO06-5A-1K-5_140_plag_xpl_63x.jpg","MOMOS-WOO06-5A-1K-5_140_plag_xpl_63x-600.jpg","MOMOS-WOO06-5A-1K-5_140_plag_xpl_63x-200s.jpg","WOO","Lake of the Woods","630.0","Note diagnostic twinning pattern.","5","5A","Val Stanley","2006",\N,\N,\N,"cross-hatched-twinning tartanplaid","Transparent colorless. Nonpleochroic.  Low order birefringence colors. Distinctive twinning pattern from the intersection of pericline and albitic twins ('tartan  plaid' or 'cross-hatched') in cross-polarized light is virtually diagnostic of microcline.  Tabular and cleavage fragments. Moderate relief.   See also feldspar.  ","tartan-twinned low-birefringence","silicate plaid tartan cross-hatch twinned feldspar cleavage transparent colorless","Cross-Polarized Light"
"Olivine","Mineral","MOMOS-WOO06-5A-1K-5_141_Ol_ppx_40x","MOMOS-WOO06-5A-1K-5_141_Ol_ppx_40x.jpg","MOMOS-WOO06-5A-1K-5_141_Ol_ppx_40x-600.jpg","MOMOS-WOO06-5A-1K-5_141_Ol_ppx_40x-200s.jpg","WOO","Lake of the Woods","400.0",\N,"5","5A","Val Stanley","2006",\N,\N,\N,"conchoidal-fracture green","Transparent colorless to pale gray-green. Nonpleochroic. Vivid birefringence colors. Frequently occurs as subangular anhedral grains. Conchoidal fracture. Moderately high relief.  Associated with calcic plagioclase and pyroxene.","Conchoidal-fracture Moderately-high-relief Anhedral","silicate ferromagnesian transparent colorless gray ","Plane-Polarized Light"
"Pyroxene","Mineral","MOMOS-WOO06-7A-1P-4_148_pyx_ppl_40x","MOMOS-WOO06-7A-1P-4_148_pyx_ppl_40x.jpg","MOMOS-WOO06-7A-1P-4_148_pyx_ppl_40x-600.jpg","MOMOS-WOO06-7A-1P-4_148_pyx_ppl_40x-200s.jpg","WOO","Lake of the Woods","400.0","90 degree cleavages","4","7A","Val Stanley","2006",\N,\N,\N,"green  high-relief perpendicular-cleavage",\N,\N,"silicate","Plane-Polarized Light"
"Pyroxene","Mineral","MOMOS-WOO06-7A-1P-4_148_pyx_xpl_40x","MOMOS-WOO06-7A-1P-4_148_pyx_xpl_40x.jpg","MOMOS-WOO06-7A-1P-4_148_pyx_xpl_40x-600.jpg","MOMOS-WOO06-7A-1P-4_148_pyx_xpl_40x-200s.jpg","WOO","Lake of the Woods","400.0","90 degree cleavages","4","7A","Val Stanley","2006",\N,\N,\N,"high-relief perpendicular-cleavage",\N,\N,"silicate","Cross-Polarized Light"
"Plant Macrofossil","Plant","Morus_rubra_seed_2890_jm_edit","Morus_rubra_seed_2890_jm_edit.jpg","Morus_rubra_seed_2890_jm_edit-600.jpg","Morus_rubra_seed_2890_jm_edit-200s.jpg",\N,"Oskaloosa, Mahaska County, IA",\N,"oval-lenticular to ovate, 1.5-3 mm long; a light colored, slender attachment stalk appressed to thinnest edge of seed; inner surface marked with cellular reticulations",\N,\N,"Jimmy Marty",\N,"Morus rubra L.","red mulberry","Moraceae","seed terrestrial dateable",\N,\N,\N,"Reflected Light"
"Muscovite","Mineral","muscovite_01_BVG_cp.jpg","muscovite_01_cp_BVG.jpg","muscovite_01_cp_BVG-600.jpg","muscovite_01_cp_BVG-200s.jpg","MAL","Malawi","40.0","transparent flaky low birefringent","3","1B","Blas Valero","2005",\N,\N,\N,\N,"Transparent, colorless. Strong second-order birefringence. Shredded or stringy texture common. Low relief.  Usually does not look similar to biotite.","Shredded Stringy Colorless High-birefringence","ragged transparent mica silicate","Cross-Polarized Light"
"Muscovite","Mineral","muscovite_01_pp_BVG.jpg","muscovite_01_pp_BVG.jpg","muscovite_01_pp_BVG-600.jpg","muscovite_01_pp_BVG-200s.jpg","MAL","Malawi","40.0","transparent flaky low birefringent","3","1B","Blas Valero","2005",\N,\N,\N,\N,"Transparent, colorless. Strong second-order birefringence. Shredded or stringy texture common. Low relief.  Usually does not look similar to biotite.","Shredded Stringy Colorless High-birefringence","ragged transparent mica silicate","Plane-Polarized Light"
"Muscovite","Mineral","muscovite_03_cp_BVG.jpg","muscovite_03_cp_BVG.jpg","muscovite_03_cp_BVG-600.jpg","muscovite_03_cp_BVG-200s.jpg","MAL","Malawi","40.0","transparent flaky low birefringent","3","1B","Blas Valero","2005",\N,\N,\N,\N,"Transparent, colorless. Strong second-order birefringence. Shredded or stringy texture common. Low relief.  Usually does not look similar to biotite.","Shredded Stringy Colorless High-birefringence","ragged transparent mica silicate","Cross-Polarized Light"
"Muscovite","Mineral","muscovite_03_pp_BVG.jpg","muscovite_03_pp_BVG.jpg","muscovite_03_pp_BVG-600.jpg","muscovite_03_pp_BVG-200s.jpg","MAL","Malawi","40.0","transparent flaky low birefringent","3","1B","Blas Valero","2005",\N,\N,\N,\N,"Transparent, colorless. Strong second-order birefringence. Shredded or stringy texture common. Low relief.  Usually does not look similar to biotite.","Shredded Stringy Colorless High-birefringence","ragged transparent mica silicate","Plane-Polarized Light"
"Muscovite","Mineral","muscovite_cp_02_BVG.jpg","muscovite_cp_02_BVG.jpg","muscovite_cp_02_BVG-600.jpg","muscovite_cp_02_BVG-200s.jpg","MAL","Malawi","40.0","transparent flaky low birefringent","3","1B","Blas Valero","2005",\N,\N,\N,\N,"Transparent, colorless. Strong second-order birefringence. Shredded or stringy texture common. Low relief.  Usually does not look similar to biotite.","Shredded Stringy Colorless High-birefringence","ragged transparent mica silicate","Cross-Polarized Light"
"Muscovite","Mineral","muscovite_pp_02_BVG_.jpg","muscovite_pp_02_BVG.jpg","muscovite_pp_02_BVG-600.jpg","muscovite_pp_02_BVG-200s.jpg","MAL","Malawi","40.0","transparent flaky low birefringent","3","1B","Blas Valero","2005",\N,\N,\N,\N,"Transparent, colorless. Strong second-order birefringence. Shredded or stringy texture common. Low relief.  Usually does not look similar to biotite.","Shredded Stringy Colorless High-birefringence","ragged transparent mica silicate","Plane-Polarized Light"
"Bivalve","Invertebrate","mussel_shell_fragment_HK0004.jpg","mussel_shell_fragment_HK0004.jpg","mussel_shell_fragment_HK0004-600.jpg","mussel_shell_fragment_HK0004-200s.jpg",\N,"LL92-1","400.0","mussel shell fragment","2k-1",\N,"Hedy Kling",\N,"Mussel Shell",\N,\N,"brown translucent striated curved",\N,\N,\N,"Plane-Polarized Light"
"Plant Macrofossil","Plant","Myriophyllum_pinnatum_seed_1103_jm_edit","Myriophyllum_pinnatum_seed_1103_jm_edit.jpg","Myriophyllum_pinnatum_seed_1103_jm_edit-600.jpg","Myriophyllum_pinnatum_seed_1103_jm_edit-200s.jpg",\N,"Lucas County, IA",\N,\N,\N,\N,"Jimmy Marty",\N,"Myriophyllum pinnatum (Walter) Britton, Sterns & Poggenb.","water milfoil","Haloragaceae","seed submerged ridged spiny do-not-date",\N,\N,\N,"Reflected Light"
"Plant Macrofossil","Plant","Myriophyllum_spicatum_leaf_2055_jm_edit","Myriophyllum_spicatum_leaf_2055_jm_edit.jpg","Myriophyllum_spicatum_leaf_2055_jm_edit-600.jpg","Myriophyllum_spicatum_leaf_2055_jm_edit-200s.jpg",\N,"Devil's Lake, Sauk County, WI",\N,"12-21 leaflet pairs",\N,\N,"Jimmy Marty",\N,"Myriophyllum spicatum L.","water milfoil","Haloragaceae","leaf submerged do-not-date",\N,\N,\N,"Reflected Light"
"Plant Macrofossil","Plant","Myriophyllum_spicatum_seed_2055_jm_edit","Myriophyllum_spicatum_seed_2055_jm_edit.jpg","Myriophyllum_spicatum_seed_2055_jm_edit-600.jpg","Myriophyllum_spicatum_seed_2055_jm_edit-200s.jpg",\N,"Devil's Lake, Sauk County, WI",\N,\N,\N,\N,"Jimmy Marty",\N,"Myriophyllum spicatum L.","water milfoil","Haloragaceae","seed submerged do-not-date obovate wedge-shaped",\N,\N,\N,"Reflected Light"
"Plant Macrofossil","Plant","Najas_flexilis_seed_1333_jm_2_edit","Najas_flexilis_seed_1333_jm_2_edit.jpg","Najas_flexilis_seed_1333_jm_2_edit-600.jpg","Najas_flexilis_seed_1333_jm_2_edit-200s.jpg",\N,"Cedar County, IA",\N,"Elliptic, slender, seed coat shiny, up to 3.2 mm long, 1/3 as thick as long, marked with 30-40 longitudinal rows of obscure pits across the middle, covered by a yellow coat. Seed halves commonly found in sediment cores.",\N,\N,"Jimmy Marty",\N,"Najas flexilis (Willd.) Rostk. & W.L.E. Schmidt","naiad","Hydrocharitaceae","submerged do-not-date reticulate pitted foveate elliptic",\N,\N,\N,"Reflected Light"
"Plant Macrofossil","Plant","Najas_guadalupensis_seed_1335_jm_2_edit","Najas_guadalupensis_seed_1335_jm_2_edit.jpg","Najas_guadalupensis_seed_1335_jm_2_edit-600.jpg","Najas_guadalupensis_seed_1335_jm_2_edit-200s.jpg",\N,"Clear Lake, Cerro Gordo County, IA",\N,"elliptic, slender, seed coat dull, 1.2-3.8 mm long depending on subspecies. Deeply pitted, 20-60 longitudinal pits.",\N,\N,"Jimmy Marty",\N,"Najas guadalupensis (Spreng.) Magnus.","naiad","Hydrocharitaceae","submerged do-not-date pitted foveate reticulate elliptic",\N,\N,\N,"Reflected Light"
"Plant Macrofossil","Plant","Najas_marina_seed_1336_jm_edit","Najas_marina_seed_1336_jm_edit.jpg","Najas_marina_seed_1336_jm_edit-600.jpg","Najas_marina_seed_1336_jm_edit-200s.jpg",\N,"Seneca County, NY",\N,"elliptic, seed coat dull, 2.2-4.5 mm long. Pits 3-4 angles, longer than wide, distributed irregularly across seed coat.",\N,\N,"Jimmy Marty",\N,"Najas marina L.","spiny naiad","Hydrocharitaceae","seed submerged foveate do-not-date elliptic pitted reticulate",\N,\N,\N,"Reflected Light"
"Plant Macrofossil","Plant","Nelumbo_lutea_seed_1344_jm_edit","Nelumbo_lutea_seed_1344_jm_2_edit.jpg","Nelumbo_lutea_seed_1344_jm_2_edit-600.jpg","Nelumbo_lutea_seed_1344_jm_2_edit-200s.jpg",\N,"Mississippi River, Soutwestern WI",\N,"globose, ~ 1 cm across; somewhat resembles an acorn; seed wall very hard",\N,\N,"Jimmy Marty",\N,"Nelumbo lutea Willd.","lotus","Nelumbonaceae","floating-leaved seed date-with-caution globose",\N,\N,\N,"Reflected Light"
"Plant Macrofossil","Plant","Nuphar_advena_seed_1347_jm_edit","Nuphar_advena_seed_1347_jm_edit.jpg","Nuphar_advena_seed_1347_jm_edit-600.jpg","Nuphar_advena_seed_1347_jm_edit-200s.jpg",\N,"Cedar Rapids, IA",\N,"ellipsoid to obovoid, 3-5 mm long, 2-3 mm wide; rounded on one side and compressed-angled on other; circular hole at base; yellow-brown; thick walled",\N,\N,"Jimmy Marty",\N,"Nuphar advena (Aiton) W.T. Aiton","yellow water lily","Nymphaeaceae","floating-leaved seed date-with-caution",\N,\N,\N,"Reflected Light"
"Plant Macrofossil","Plant","Nuphar_lutea_seed_1351_jm_edit","Nuphar_lutea_seed_1351_jm_edit.jpg","Nuphar_lutea_seed_1351_jm_edit-600.jpg","Nuphar_lutea_seed_1351_jm_edit-200s.jpg",\N,"USA",\N,"ellipsoid to obovoid, 3-5 mm long, 2-3 mm wide; rounded on one side and compressed-angled on other; circular hole at base; yellow-brown; thick walled",\N,\N,"Jimmy Marty",\N,"Nuphar lutea (L.) Sm.","yellow water lily ","Nymphaeaceae","floating-leaved seed ridged date-with-caution elliptic obovate base-conspicuous hilum-conspicuous",\N,\N,\N,"Reflected Light"
"Plant Macrofossil","Plant","Nuphar_lutea_ssp_polysepala_seed_3220_jm_edit","Nuphar_lutea_ssp_polysepala_seed_3220_jm_edit.jpg","Nuphar_lutea_ssp_polysepala_seed_3220_jm_edit-600.jpg","Nuphar_lutea_ssp_polysepala_seed_3220_jm_edit-200s.jpg",\N,"Bighorn Mountains, WY",\N,"obovoid, 4-5.5 mm long, 2-3 mm wide; rounded on one side and compressed-angled on other; circular hole at base; yellow-brown; thick walled",\N,\N,"Jimmy Marty",\N,"Nuphar lutea subsp. polysepala (Engelm.) E.O. Beal","yellow water lily","Nymphaeaceae","floating-leaved seed date-with-caution obovate ridged base-conspicuous hilum-conspicuous",\N,\N,\N,"Reflected Light"
"Plant Macrofossil","Plant","Nymphaea_odorata_seed_3226_jm_edit","Nymphaea_odorata_seed_3226_jm_edit.jpg","Nymphaea_odorata_seed_3226_jm_edit-600.jpg","Nymphaea_odorata_seed_3226_jm_edit-200s.jpg",\N,"Baker Prairie Pond, Cedar County, IA",\N,"globose to ellipsoid, 2-4 mm long, 2-2.5 mm wide; slight ridge on one side and small attachment scar at base; olive green to brown; fragile wall, often cracked/fragmented in sediment samples.",\N,\N,"Jimmy Marty",\N,"Nymphaea odorata Aiton","white water lily ","Nymphaeaceae ","floating-leaved seed date-with-caution globose round obovate ridged base-conspicuous hilum-conspicuous",\N,\N,\N,"Reflected Light"
"Plant Macrofossil","Plant","Nyssa_sylvatica_seed_2811_jm_edit","Nyssa_sylvatica_seed_2811_jm_edit.jpg","Nyssa_sylvatica_seed_2811_jm_edit-600.jpg","Nyssa_sylvatica_seed_2811_jm_edit-200s.jpg",\N,"Hampshire County, MA",\N,"compressed ovoid to ellipsoid, ~7 x 5 x 3 mm; several grooves/stripes on each face",\N,\N,"Jimmy Marty",\N,"Nyssa sylvatica Marshall","blackgum","Cornaceae","seed terrestrial dateable elliptic woody",\N,\N,\N,"Reflected Light"
"Olivine","Mineral","olivine01AM.jpg","olivine01AM.jpg","olivine01AM-600.jpg","olivine01AM-200s.jpg","LOW","Lake of the Woods","400.0","Olivine",\N,\N,"Amy Myrbo","2007",\N,\N,\N,\N,"Transparent colorless to pale gray-green. Nonpleochroic. Vivid birefringence colors. Frequently occurs as subangular anhedral grains. Conchoidal fracture. Moderately high relief.  Associated with calcic plagioclase and pyroxene.","Conchoidal-fracture Moderately-high-relief Anhedral","silicate ferromagnesian transparent colorless gray ","Cross-Polarized Light"
"Olivine","Mineral","olivine01AMxp.jpg","olivine01AMxp.jpg","olivine01AMxp-600.jpg","olivine01AMxp-200s.jpg","LOW","Lake of the Woods","400.0","Olivine",\N,\N,"Amy Myrbo","2007",\N,\N,\N,\N,"Transparent colorless to pale gray-green. Nonpleochroic. Vivid birefringence colors. Frequently occurs as subangular anhedral grains. Conchoidal fracture. Moderately high relief.  Associated with calcic plagioclase and pyroxene.","Conchoidal-fracture Moderately-high-relief Anhedral","silicate ferromagnesian transparent colorless gray ","Plane-Polarized Light"
"Olivine","Mineral","olivine02AMcp.jpg","olivine02AMcp.jpg","olivine02AMcp-600.jpg","olivine02AMcp-200s.jpg","LOW","Lake of the Woods","400.0","Olivine",\N,\N,"Amy Myrbo","2007",\N,\N,\N,\N,"Transparent colorless to pale gray-green. Nonpleochroic. Vivid birefringence colors. Frequently occurs as subangular anhedral grains. Conchoidal fracture. Moderately high relief.  Associated with calcic plagioclase and pyroxene.","Conchoidal-fracture Moderately-high-relief Anhedral","silicate ferromagnesian transparent colorless gray ","Cross-Polarized Light"
"Olivine","Mineral","olivine02AMxp.jpg","olivine02AMxp.jpg","olivine02AMxp-600.jpg","olivine02AMxp-200s.jpg","LOW","Lake of the Woods","400.0","Olivine",\N,\N,"Amy Myrbo","2007",\N,\N,\N,\N,"Transparent colorless to pale gray-green. Nonpleochroic. Vivid birefringence colors. Frequently occurs as subangular anhedral grains. Conchoidal fracture. Moderately high relief.  Associated with calcic plagioclase and pyroxene.","Conchoidal-fracture Moderately-high-relief Anhedral","silicate ferromagnesian transparent colorless gray ","Plane-Polarized Light"
"Opal","Mineral","Opal_01_pp_AB","Opal_01_pp_AB.jpg","Opal_01_pp_AB-600.jpg","Opal_01_pp_AB-200s.jpg",\N,"Lake Malawi",\N,"opal, diagenesis","MC","8.0","Andy Breckenridge","1997",\N,\N,\N,\N,\N,\N,\N,"Plane-Polarized Light"
"Orthopyroxene","Mineral","opx_cp3RUD11.jpg","opx_cp3RUD11.jpg","opx_cp3RUD11-600.jpg","opx_cp3RUD11-200s.jpg","RUD","Round Lake",\N,\N,\N,\N,\N,"2011",\N,\N,\N,"pleochroic silicate pyroxene","Transparent colorless to green or brown. May be pleochroic from pale red to greenish (hypersthene).  Low birefringence. Appear as stubby prisms and subhedral to anhedral crystals. Near-90 degree perfect cleavage. Moderately high relief.","Subhedral","Ferromagnesian pleochroic silicate transparent brown green good-cleavage moderately-high-relief","Cross-Polarized Light"
"Orthopyroxene","Mineral","opx_pp1RUD11.jpg","opx_pp1RUD11.jpg","opx_pp1RUD11-600.jpg","opx_pp1RUD11-200s.jpg","RUD","Round Lake",\N,\N,\N,\N,\N,"2011",\N,\N,\N,"pleochroic silicate pyroxene","Transparent colorless to green or brown. May be pleochroic from pale red to greenish (hypersthene).  Low birefringence. Appear as stubby prisms and subhedral to anhedral crystals. Near-90 degree perfect cleavage. Moderately high relief.","Subhedral","Ferromagnesian pleochroic silicate transparent brown green good-cleavage moderately-high-relief","Plane-Polarized Light"
"Orthopyroxene","Mineral","opx_pp2RUD11.jpg","opx_pp2RUD11.jpg","opx_pp2RUD11-600.jpg","opx_pp2RUD11-200s.jpg","RUD","Round Lake",\N,\N,\N,\N,\N,"2011",\N,\N,\N,"pleochroic silicate pyroxene","Transparent colorless to green or brown. May be pleochroic from pale red to greenish (hypersthene).  Low birefringence. Appear as stubby prisms and subhedral to anhedral crystals. Near-90 degree perfect cleavage. Moderately high relief.","Subhedral","Ferromagnesian pleochroic silicate transparent brown green good-cleavage moderately-high-relief","Plane-Polarized Light"
"Orthopyroxene","Mineral","opx_pp3RUD11.jpg","opx_pp3RUD11.jpg","opx_pp3RUD11-600.jpg","opx_pp3RUD11-200s.jpg","RUD","Round Lake",\N,\N,\N,\N,\N,"2011",\N,\N,\N,"pleochroic silicate pyroxene","Transparent colorless to green or brown. May be pleochroic from pale red to greenish (hypersthene).  Low birefringence. Appear as stubby prisms and subhedral to anhedral crystals. Near-90 degree perfect cleavage. Moderately high relief.","Subhedral","Ferromagnesian pleochroic silicate transparent brown green good-cleavage moderately-high-relief","Plane-Polarized Light"
"Algal organic matter","Algae","org.jpg","org.jpg","org-600.jpg","org-200s.jpg",\N,\N,\N,\N,\N,\N,"Amy Myrbo",\N,\N,\N,\N,"brown amorphous",\N,\N,\N,"Cross-Polarized Light"
"Ostracode","Arthropod","ostracode shell fragment.jpg","ostracode_shell_fragment_JS.jpg","ostracode_shell_fragment_JS-600.jpg","ostracode_shell_fragment_JS-200s.jpg",\N,"NF-II-2",\N,"Shell fragment with ornamentation",\N,\N,"Joe Smoot",\N,\N,\N,\N,\N,\N,\N,\N,"Plane-Polarized Light"
